"","msa","naics","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","n.5","n5_9","n10_19","n20_49","n50_99","n100_249","n250_499","n500_999","n1000","n1000_1","n1000_2","n1000_3","n1000_4"
"405",27020,"------","G",13004,"H",154165,"H",617772,934,"521","180","131","62","22","9","5","4","N","N","N","N","N"
"406",27060,"------","H",50689,"G",509648,"G",2192551,2348,"1210","489","326","216","62","31","7","4","3","N","N","N","N"
"407",27100,"------","G",51345,"G",622003,"G",2561782,2966,"1371","665","444","304","98","63","13","6","N","N","N","N","N"
"408",27140,"------","G",223191,"G",2507129,"G",9926612,13275,"6735","2617","1822","1356","433","211","68","22","11","6","N","3","N"
"409",27160,"------","G",8457,"G",73827,"G",295691,619,"314","142","85","57","13","5","N","N","N","N","N","N","N"
"410",27180,"------","G",58859,"G",558295,"G",2306338,2995,"1315","670","464","336","119","59","24","6","N","N","N","N","N"
"411",27220,"------","G",21421,"G",230625,"G",1003389,2766,"1903","394","259","155","35","16","N","N","N","N","N","N","N"
"412",27260,"------","G",595366,"G",7699348,"G",28971916,39420,"22645","6430","4758","3493","1157","676","159","74","28","15","8","3","N"
"413",27300,"------","G",14025,"G",132706,"G",522446,879,"435","186","141","71","28","7","8","3","N","N","N","N","N"
"414",27340,"------","G",37064,"G",267050,"G",1106132,2904,"1405","618","433","325","83","32","4","3","N","N","N","N","N"
"415",27380,"------","H",11542,"G",105546,"G",428733,793,"428","161","85","74","22","18","3","N","N","N","N","N","N"
"416",27420,"------","G",9100,"G",94608,"G",384421,664,"360","131","82","63","14","9","3","N","N","N","N","N","N"
"417",27460,"------","G",41002,"G",422500,"G",1634038,2764,"1361","603","406","263","70","42","13","3","3","3","N","N","N"
"418",27500,"------","G",62793,"G",709214,"G",2904887,3360,"1611","695","453","359","126","78","25","11","N","N","N","N","N"
"419",27540,"------","G",30907,"G",344794,"G",1403182,1455,"705","302","196","150","49","33","11","7","N","N","N","N","N"
"420",27600,"------","G",26556,"G",267760,"G",1131148,1366,"775","238","159","115","35","24","10","7","3","N","N","N","N"
"421",27620,"------","G",55767,"G",585888,"G",2344610,3528,"1799","720","461","348","117","59","13","9","N","N","N","N","N"
"422",27660,"------","G",6259,"G",56025,"G",239813,613,"309","155","79","57","6","4","3","N","N","N","N","N","N"
"423",27700,"------","G",6172,"H",60904,"H",245191,578,"301","132","79","49","12","N","N","N","N","N","N","N","N"
"424",27740,"------","G",67673,"G",650602,"G",2705789,3862,"1843","825","567","381","143","76","18","5","4","N","3","N","N"
"425",27780,"------","G",46181,"G",425354,"G",1724987,3049,"1447","724","399","327","90","46","10","4","N","N","N","N","N"
"426",27860,"------","G",48989,"G",476287,"G",1969078,2891,"1331","607","455","320","116","41","16","N","3","N","N","N","N"
"427",27900,"------","G",73316,"G",770048,"G",2998543,3998,"1968","812","565","430","114","71","27","8","3","N","N","N","N"
"428",27920,"------","G",7727,"G",62686,"G",259641,560,"263","120","94","57","17","5","3","N","N","N","N","N","N"
"429",27940,"------","G",11097,"G",135255,"G",639800,1130,"627","234","150","83","23","9","3","N","N","N","N","N","N"
"430",27980,"------","G",67738,"G",730186,"G",2993667,4839,"2657","932","583","428","143","61","23","10","N","N","N","N","N"
"431",28020,"------","G",129393,"G",1700898,"G",6606876,6882,"3176","1415","1055","787","242","147","40","11","9","3","5","N","N"
"432",28060,"------","G",39692,"G",381928,"G",1668507,4326,"2760","706","480","260","73","39","6","N","N","N","N","N","N"
"433",28100,"------","G",36106,"G",369886,"G",1532370,2291,"1160","431","335","232","83","36","9","N","3","N","N","N","N"
"434",28140,"------","G",974340,"G",13312452,"G",53421161,53038,"28118","9199","6700","5600","1848","1098","324","105","46","22","10","10","4"
"435",28180,"------","G",28272,"G",289161,"G",1193178,2196,"1166","438","284","199","70","31","4","4","N","N","N","N","N"
"436",28260,"------","G",24698,"G",234147,"G",966341,1888,"1000","370","263","183","42","18","7","4","N","N","N","N","N"
"437",28300,"------","G",28383,"G",317206,"G",1317368,1932,"980","434","245","174","51","31","14","3","N","N","N","N","N"
"438",28340,"------","G",17958,"G",176252,"G",713343,888,"424","206","102","90","29","25","5","7","N","N","N","N","N"
"439",28380,"------","G",6524,"G",43753,"G",184139,646,"367","118","86","58","9","6","N","N","N","N","N","N","N"
"440",28420,"------","G",94079,"G",1174229,"G",5076447,6450,"3459","1150","910","619","198","84","17","6","7","N","5","N","N"
"441",28500,"------","G",17611,"G",162041,"G",698297,1502,"829","282","216","119","32","16","4","4","N","N","N","N","N"
"442",28540,"------","G",4557,"G",53969,"G",279355,609,"408","98","61","28","7","6","N","N","N","N","N","N","N"
"443",28580,"------","G",31744,"G",295643,"G",1186629,3829,"2481","616","387","234","80","26","4","N","N","N","N","N","N"
"444",28620,"------","G",15796,"G",114506,"G",567090,2061,"1274","401","195","146","34","10","N","N","N","N","N","N","N"
"445",28660,"------","G",111942,"G",1126453,"G",4710228,6485,"3118","1367","987","632","238","92","29","15","7","4","N","N","N"
"446",28700,"------","G",102798,"G",1145904,"G",4490909,5934,"2827","1242","864","657","187","110","31","12","4","N","N","N","N"
"447",28740,"------","G",46888,"G",417201,"G",1789267,4856,"2983","845","560","316","86","52","10","4","N","N","N","N","N"
"448",28780,"------","G",7131,"G",57873,"G",242497,561,"284","121","86","47","11","9","3","N","N","N","N","N","N"
"449",28820,"------","G",24138,"G",215997,"G",894757,1173,"543","256","166","122","47","22","10","6","N","N","N","N","N"
"450",28860,"------","G",8713,"G",66303,"G",283118,649,"340","130","96","55","18","5","3","N","N","N","N","N","N"
"451",28900,"------","G",17211,"G",167013,"G",704187,1567,"866","342","181","130","30","12","4","N","N","N","N","N","N"
"452",28940,"------","G",343754,"G",3899285,"G",16031269,18446,"8557","3909","2721","2059","704","357","98","23","18","6","7","3","N"
"453",29020,"------","G",31965,"H",353952,"H",1423133,1812,"850","415","277","174","61","23","7","N","3","N","N","N","N"
"454",29060,"------","G",21759,"G",216616,"G",933626,1835,"994","367","260","140","43","25","4","N","N","N","N","N","N"
"455",29100,"------","G",69053,"G",748802,"G",3049018,3499,"1583","696","524","428","158","73","28","6","3","N","N","N","N"
"456",29180,"------","G",186414,"G",2142296,"G",8946172,13177,"6831","2535","1811","1292","431","220","41","8","8","5","N","N","N"
"457",29200,"------","G",79568,"G",926601,"G",3587453,4254,"2013","866","646","458","157","82","21","5","6","N","N","N","N"
"458",29260,"------","G",7558,"H",68869,"H",304817,765,"420","182","86","57","10","6","4","N","N","N","N","N","N"
"459",29300,"------","G",34576,"G",392991,"G",1557127,1458,"690","295","230","132","52","32","18","5","4","3","N","N","N"
"460",29340,"------","G",83407,"G",1048980,"G",4084422,4847,"2192","1118","725","530","166","76","25","9","6","3","3","N","N"
"461",29380,"------","G",19182,"G",193010,"G",782557,1403,"692","300","196","155","39","14","5","N","N","N","N","N","N"
"462",29420,"------","G",45840,"G",398519,"G",1648420,3907,"1993","827","559","366","114","35","9","3","N","N","N","N","N"
"463",29460,"------","G",195939,"G",2049550,"G",8216819,12161,"6854","2075","1453","1099","369","219","57","23","12","4","5","3","N"
"464",29500,"------","G",2843,"G",29418,"G",117898,275,"136","72","32","25","8","N","N","N","N","N","N","N","N"
"465",29540,"------","G",242635,"G",2681339,"G",11001564,13287,"6242","2809","1945","1432","469","282","67","28","13","8","3","N","N"
"466",29620,"------","G",173565,"G",2052813,"G",8155208,9575,"4593","1918","1469","1011","304","190","68","13","9","N","6","N","N"
"467",29660,"------","G",9881,"G",84310,"G",355577,1073,"624","224","124","70","18","11","N","N","N","N","N","N","N"
"468",29700,"------","G",79678,"G",604643,"G",2502915,5572,"2700","1130","841","596","183","93","23","3","3","3","N","N","N"
"469",29740,"------","G",53532,"G",449678,"G",1872593,3642,"1760","747","523","417","117","56","17","3","N","N","N","N","N"
"470",29780,"------","G",6307,"G",49831,"G",197953,435,"242","77","54","42","10","7","N","N","N","N","N","N","N"
"471",29820,"------","G",915555,"G",10209382,"G",40976610,47435,"25195","8200","6424","4658","1595","953","223","105","82","32","22","21","7"
"472",29860,"------","G",27208,"G",259901,"G",1067223,1507,"697","349","227","160","42","21","4","5","N","N","N","N","N"
"473",29900,"------","G",9578,"G",79161,"G",338054,582,"260","144","93","53","14","13","4","N","N","N","N","N","N"
"474",29940,"------","G",40811,"G",354482,"G",1477919,2757,"1406","548","407","262","72","45","12","3","N","N","N","N","N"
"475",29980,"------","G",9137,"G",73538,"G",304979,738,"366","174","106","59","22","7","3","N","N","N","N","N","N"
"476",30020,"------","G",33694,"G",318293,"G",1277232,2201,"1094","451","340","221","54","25","11","3","N","N","N","N","N"
"477",30060,"------","G",11345,"G",95686,"G",389813,747,"393","159","97","62","18","7","9","N","N","N","N","N","N"
"478",30140,"------","G",48371,"G",463135,"G",1947806,2752,"1312","620","380","276","84","56","15","5","4","N","N","N","N"
"479",30220,"------","G",7524,"G",104149,"G",415547,493,"235","103","73","52","18","9","N","N","N","N","N","N","N"
"480",30260,"------","H",16857,"H",159429,"H",657704,948,"484","210","111","100","21","15","5","N","N","N","N","N","N"
"481",30280,"------","G",8369,"G",75652,"G",313575,512,"271","96","75","42","13","10","3","N","N","N","N","N","N"
"482",30300,"------","G",21655,"G",223783,"G",919177,1586,"760","364","249","147","39","19","N","5","N","N","N","N","N"
"483",30340,"------","G",44696,"G",472155,"G",1933712,2804,"1418","576","379","272","94","45","14","3","3","N","N","N","N"
"484",30380,"------","G",14954,"H",146683,"H",586248,974,"445","225","164","96","25","11","5","3","N","N","N","N","N"
"485",30420,"------","H",9177,"H",83405,"H",367776,745,"452","135","85","56","10","3","3","N","N","N","N","N","N"
"486",30460,"------","G",231800,"G",2567637,"G",10590519,12576,"6245","2307","1853","1390","432","244","69","25","11","6","N","N","N"
"487",30580,"------","H",8919,"H",70227,"H",302770,550,"267","137","87","48","4","N","3","N","N","N","N","N","N"
"488",30620,"------","G",46156,"G",522259,"G",2059420,2345,"996","509","384","276","102","54","14","7","3","N","N","N","N"
"489",30660,"------","G",7435,"G",65738,"G",259930,552,"283","130","70","51","6","8","3","N","N","N","N","N","N"
"490",30700,"------","G",151082,"G",1627336,"G",6567486,9155,"4854","1614","1187","991","275","166","35","24","9","6","N","N","N"
"491",30780,"------","G",293932,"G",3487805,"G",13787704,18401,"9647","3538","2383","1792","568","338","93","25","17","11","N","4","N"
"492",30820,"------","G",10777,"H",113394,"H",443520,767,"385","163","107","81","13","13","3","N","N","N","N","N","N"
"493",30860,"------","G",48016,"G",431768,"G",1831951,3885,"2394","587","448","303","76","52","18","3","4","3","N","N","N"
"494",30880,"------","G",9029,"G",102727,"G",407305,592,"247","162","100","56","15","5","5","N","N","N","N","N","N"
"495",30900,"------","H",12789,"H",110764,"H",448327,664,"301","157","100","66","19","14","4","N","N","N","N","N","N"
"496",30940,"------","G",43568,"G",353896,"G",1443895,2248,"1027","548","333","219","45","48","14","11","3","N","N","N","N"
"497",30980,"------","G",82532,"G",914675,"G",3769161,5340,"2614","1097","742","568","193","99","18","6","3","N","N","N","N"
"498",31020,"------","G",34670,"G",436298,"G",1719642,2226,"1097","434","342","233","67","41","7","3","N","N","N","N","N"
"499",31060,"------","J",15074,"J",346393,"J",1363197,376,"201","71","49","39","7","5","3","N","N","N","N","N","N"
"500",31080,"------","G",5437272,"G",85254002,"G",342308864,384960,"234005","59233","42201","30600","10558","5993","1559","495","316","159","78","58","21"
"501",31140,"------","G",617625,"G",7968751,"G",30951623,29866,"14728","5552","4198","3279","1120","694","190","58","47","21","14","9","3"
"502",31180,"------","G",119736,"G",1130036,"G",4719798,7571,"3678","1449","1118","861","288","142","23","10","N","N","N","N","N"
"503",31220,"------","G",9097,"G",83058,"G",360980,713,"352","163","102","63","14","16","N","N","N","N","N","N","N"
"504",31260,"------","G",29020,"G",262056,"G",1070982,1859,"865","404","279","209","58","35","5","N","N","N","N","N","N"
"505",31300,"------","G",33444,"G",279936,"G",1115951,1777,"852","386","242","197","62","24","9","N","3","N","N","N","N"
"506",31340,"------","G",100899,"G",1069598,"G",4281763,5983,"3210","1170","734","548","183","90","34","9","5","N","N","N","N"
"507",31380,"------","G",8573,"G",67505,"G",286991,639,"347","122","80","66","13","6","3","N","N","N","N","N","N"
"508",31420,"------","G",85910,"G",937652,"G",3700796,5146,"2511","1067","781","511","152","97","18","6","3","N","N","N","N"
"509",31460,"------","G",27690,"G",318799,"G",1308125,2039,"1100","425","242","185","51","29","3","N","N","N","N","N","N"
"510",31500,"------","G",11531,"G",114565,"G",456877,645,"299","157","102","48","20","10","6","3","N","N","N","N","N"
"511",31540,"------","G",342643,"G",5075996,"G",19648579,17248,"8593","3126","2401","1955","638","372","99","43","21","11","4","4","N"
"512",31580,"------","G",14310,"G",155828,"G",618010,946,"466","212","141","81","31","7","4","3","N","N","N","N","N"
"513",31620,"------","G",7142,"G",68032,"G",281988,543,"280","119","72","47","13","10","N","N","N","N","N","N","N"
"514",31660,"------","G",10805,"G",92832,"G",402054,960,"532","209","128","68","12","6","N","3","N","N","N","N","N"
"515",31680,"------","G",5916,"G",55567,"G",222586,495,"282","90","59","40","13","8","3","N","N","N","N","N","N"
"516",31700,"------","G",191526,"G",2841465,"G",11050835,11049,"5479","2191","1516","1132","394","248","65","13","11","6","3","N","N"
"517",31740,"------","G",30068,"G",262260,"G",1060865,2229,"1151","420","310","228","80","29","9","N","N","N","N","N","N"
"518",31820,"------","G",29811,"G",314131,"G",1286828,1710,"790","378","248","187","46","42","15","4","N","N","N","N","N"
"519",31860,"------","G",49387,"G",491042,"G",2042341,2640,"1175","527","428","308","106","75","18","N","N","N","N","N","N"
"520",31900,"------","G",40279,"G",361369,"G",1475190,2658,"1269","572","376","286","91","47","12","5","N","N","N","N","N"
"521",31930,"------","G",23401,"G",269242,"G",1085412,1355,"597","298","230","145","52","24","7","N","N","N","N","N","N"
"522",31940,"------","G",21018,"G",203644,"G",842646,1502,"784","340","192","126","29","21","5","4","N","N","N","N","N"
"523",31980,"------","G",28260,"H",253947,"H",1021758,1269,"611","257","181","135","45","25","6","6","3","N","N","N","N"
"524",32000,"------","G",14497,"G",124489,"G",494917,770,"409","135","104","79","24","10","7","N","N","N","N","N","N"
"525",32020,"------","G",22200,"G",222781,"G",877180,1088,"476","259","154","124","40","25","6","N","N","N","N","N","N"
"526",32100,"------","G",21239,"G",214254,"G",882506,1615,"749","380","257","162","40","22","N","N","N","N","N","N","N"
"527",32140,"------","G",12617,"H",143026,"H",528700,808,"400","162","118","83","21","16","6","N","N","N","N","N","N"
"528",32180,"------","G",7687,"G",62506,"G",264024,474,"258","98","51","46","11","4","3","3","N","N","N","N","N"
"529",32220,"------","G",19694,"G",227832,"G",912902,1309,"688","255","177","123","35","19","9","N","N","N","N","N","N"
"530",32260,"------","G",12631,"H",137792,"H",562905,784,"398","170","105","80","15","9","5","N","N","N","N","N","N"
"531",32280,"------","H",8250,"H",66826,"H",272872,553,"281","115","73","58","14","7","3","N","N","N","N","N","N"
"532",32300,"------","G",19917,"G",162356,"G",659822,1306,"640","278","182","133","40","23","6","4","N","N","N","N","N"
"533",32340,"------","G",5874,"G",50986,"G",201770,459,"261","89","56","36","8","7","N","N","N","N","N","N","N"
"534",32380,"------","G",22180,"G",222273,"G",941769,1613,"864","304","230","131","47","25","11","N","N","N","N","N","N"
"535",32460,"------","G",9380,"G",81018,"G",338547,660,"309","160","101","67","12","7","3","N","N","N","N","N","N"
"536",32500,"------","G",6756,"G",63694,"G",265306,427,"188","107","67","36","15","11","3","N","N","N","N","N","N"
"537",32540,"------","G",10973,"G",111158,"G",435837,919,"472","193","137","77","29","8","N","N","N","N","N","N","N"
"538",32580,"------","G",205275,"G",1489066,"G",6108320,12437,"6060","2605","1822","1229","390","221","76","28","6","5","N","N","N"
"539",32620,"------","G",13746,"G",111203,"G",449963,1094,"554","258","147","95","27","9","N","N","N","N","N","N","N"
"540",32660,"------","H",9783,"H",90490,"H",363192,720,"350","181","88","76","16","4","3","N","N","N","N","N","N"
"541",32700,"------","G",14765,"H",153494,"H",652048,887,"466","187","118","66","23","18","8","N","N","N","N","N","N"
"542",32740,"------","G",27125,"G",252560,"G",1012523,1950,"978","428","265","186","56","22","13","N","N","N","N","N","N"
"543",32780,"------","G",77088,"G",764932,"G",3324322,6412,"3487","1262","840","584","135","84","14","N","4","N","N","N","N"
"544",32820,"------","G",553168,"G",6536195,"G",27285490,25832,"11498","5161","3929","3187","1123","665","171","67","31","16","7","7","N"
"545",32860,"------","G",15400,"G",160227,"G",670550,910,"459","185","115","103","25","12","8","3","N","N","N","N","N"
"546",32900,"------","G",46799,"G",439193,"G",1883107,3177,"1590","656","433","342","97","42","12","N","4","3","N","N","N"
"547",32940,"------","G",32613,"G",299459,"G",1198952,2168,"1044","487","300","208","79","38","7","4","N","N","N","N","N"
"548",32980,"------","G",9022,"G",89764,"G",357320,696,"378","132","94","54","26","9","N","N","N","N","N","N","N"
"549",33020,"------","G",6806,"G",63132,"G",258418,508,"269","100","74","42","12","7","4","N","N","N","N","N","N"
"550",33060,"------","G",8857,"G",69315,"G",285326,562,"288","121","73","48","17","9","4","N","N","N","N","N","N"
"551",33100,"------","G",2279212,"G",30082968,"G",117880292,199150,"133244","27482","17667","12872","4281","2614","667","215","108","53","28","19","8"
"552",33140,"------","G",35649,"G",343617,"G",1430150,2247,"1059","487","324","256","69","33","15","N","N","N","N","N","N"
"553",33180,"------","G",6856,"G",55549,"G",221259,457,"207","101","77","43","19","8","N","N","N","N","N","N","N"
"554",33220,"------","G",33924,"H",638117,"H",2219132,1783,"859","366","266","182","57","38","10","N","4","N","N","N","N"
"555",33260,"------","G",106621,"G",2036988,"G",7766024,5900,"2894","1115","747","704","249","146","33","8","4","N","3","N","N"
"556",33300,"------","G",13577,"G",115545,"G",484730,874,"433","174","132","91","27","9","7","N","N","N","N","N","N"
"557",33340,"------","G",793084,"G",11270417,"G",44073653,38588,"18523","7171","5414","4472","1622","1016","227","100","43","27","7","4","5"
"558",33420,"------","G",5973,"G",57780,"G",243606,602,"334","135","70","47","10","3","3","N","N","N","N","N","N"
"559",33460,"------","G",1843118,"G",29379735,"G",112197778,97443,"52679","15885","12415","9867","3575","2110","591","191","130","54","40","28","8"
"560",33500,"------","G",27677,"G",343925,"G",1404314,2277,"1237","406","319","223","57","27","5","N","N","N","N","N","N"
"561",33540,"------","G",51454,"G",470235,"G",2033340,4577,"2570","850","571","392","131","49","9","4","N","N","N","N","N"
"562",33580,"------","G",10880,"G",98929,"G",418347,794,"399","169","111","75","21","14","5","N","N","N","N","N","N"
"563",33620,"------","G",7718,"G",69908,"G",287601,532,"275","110","71","46","15","11","4","N","N","N","N","N","N"
"564",33660,"------","G",154973,"G",1711767,"G",7035025,8755,"4054","1774","1354","1034","304","178","35","11","11","6","3","N","N"
"565",33700,"------","G",145805,"G",1717025,"G",7026189,9279,"4602","1791","1371","994","309","158","35","11","8","5","N","N","N"
"566",33740,"------","G",65854,"G",658376,"G",2601621,4533,"2219","957","619","484","152","84","7","10","N","N","N","N","N"
"567",33780,"------","G",35888,"G",413760,"G",1671976,2311,"1154","498","299","232","75","28","18","7","N","N","N","N","N"
"568",33860,"------","G",133213,"G",1364433,"G",5614922,7703,"3685","1536","1121","881","276","138","47","13","6","N","3","N","N"
"569",33940,"------","G",12795,"G",123498,"G",515495,1291,"728","252","165","111","22","10","N","N","N","N","N","N","N"
"570",33980,"------","G",19996,"G",159796,"G",696101,2036,"1107","433","278","157","46","12","N","N","N","N","N","N","N"
"571",34020,"------","G",19084,"G",245983,"G",1051546,1136,"533","261","159","103","47","24","6","N","N","N","N","N","N"
"572",34060,"------","G",52647,"G",677475,"G",2644017,2865,"1356","608","434","310","93","47","10","3","4","N","N","N","N"
"573",34100,"------","G",40200,"G",373596,"G",1551841,2016,"928","443","280","213","74","54","15","7","N","N","N","N","N"
"574",34140,"------","G",9401,"G",68164,"G",292122,933,"512","181","129","83","15","12","N","N","N","N","N","N","N"
"575",34180,"------","G",23351,"G",249955,"G",1072949,1875,"1018","389","247","144","42","25","8","N","N","N","N","N","N"
"576",34220,"------","G",11646,"G",97579,"G",401649,895,"511","190","98","63","20","7","4","N","N","N","N","N","N"
"577",34260,"------","G",13624,"H",149941,"H",570104,1045,"572","209","146","76","28","9","3","N","N","N","N","N","N"
"578",34300,"------","H",4346,"H",33082,"H",142444,457,"256","99","59","34","5","N","N","N","N","N","N","N","N"
"579",34340,"------","G",30051,"H",293691,"H",1236132,1610,"832","320","201","166","56","23","8","3","N","N","N","N","N"
"580",34380,"------","G",24860,"G",223810,"G",979619,1369,"647","269","234","150","38","17","9","3","N","N","N","N","N"
"581",34420,"------","G",14726,"G",134926,"G",544922,637,"271","168","97","59","22","11","3","4","N","N","N","N","N"
"582",34460,"------","G",11324,"G",100835,"G",396391,713,"371","156","94","60","12","11","6","N","N","N","N","N","N"
"583",34500,"------","G",18967,"G",211197,"G",874115,932,"453","196","128","99","37","14","N","N","3","N","N","N","N"
"584",34540,"------","G",18353,"G",181670,"G",769566,1105,"547","237","165","105","32","10","5","N","3","N","N","N","N"
"585",34580,"------","G",44580,"G",517717,"G",2185281,3613,"2002","680","486","290","98","38","15","3","N","N","N","N","N"
"586",34620,"------","G",41543,"G",379711,"G",1599438,2398,"1054","531","366","270","118","39","16","3","N","N","N","N","N"
"587",34660,"------","G",13710,"G",113475,"G",461293,845,"433","187","117","73","21","7","3","3","N","N","N","N","N"
"588",34700,"------","G",20619,"G",266489,"G",1034115,934,"478","185","116","82","33","21","15","4","N","N","N","N","N"
"589",34740,"------","G",52799,"H",564965,"H",2322215,3089,"1387","688","478","355","103","53","19","4","N","N","N","N","N"
"590",34780,"------","G",23210,"G",241707,"G",965417,1370,"647","286","192","157","50","29","4","4","N","N","N","N","N"
"591",34820,"------","G",143402,"G",1144858,"G",4863757,11959,"6390","2249","1642","1120","358","173","20","4","3","3","N","N","N"
"592",34860,"------","G",18690,"G",170852,"G",689378,1285,"644","259","184","134","41","17","3","N","N","N","N","N","N"
"593",34900,"------","G",64170,"G",871192,"G",3678739,4328,"2273","818","555","421","170","69","14","5","3","N","N","N","N"
"594",34940,"------","G",136239,"G",1570794,"G",6260044,12563,"8041","1873","1248","888","307","168","29","4","5","N","N","N","N"
"595",34980,"------","G",889903,"G",12034680,"G",48653124,45314,"22173","8495","6511","4976","1693","1018","285","111","52","27","17","6","N"
"596",35020,"------","G",14199,"G",134961,"G",526210,1111,"540","275","147","97","37","10","4","N","N","N","N","N","N"
"597",35060,"------","G",11655,"G",108035,"G",428210,809,"399","202","107","70","16","8","3","4","N","N","N","N","N"
"598",35100,"------","G",32129,"G",304216,"G",1262532,2527,"1306","548","320","250","66","25","9","N","N","N","N","N","N"
"599",35140,"------","G",12456,"G",132668,"G",498608,767,"423","152","93","59","14","20","4","N","N","N","N","N","N"
"600",35220,"------","H",11369,"H",96269,"H",400002,846,"442","178","121","79","11","7","5","3","N","N","N","N","N"
"601",35260,"------","G",26034,"G",250891,"G",1052022,1926,"964","414","261","196","57","24","7","3","N","N","N","N","N"
"602",35300,"------","G",343018,"G",4654050,"G",18568029,19355,"9712","3704","2807","1978","634","416","63","26","15","6","5","N","N"
"603",35380,"------","G",502236,"G",6399298,"G",25357680,31276,"16179","5883","4187","3186","1069","589","110","50","23","9","9","3","N"
"604",35420,"------","G",30714,"G",289363,"G",1199476,2119,"950","490","337","227","68","38","8","N","N","N","N","N","N"
"605",35440,"------","G",14815,"G",119319,"G",521705,1571,"856","384","174","118","23","12","3","N","N","N","N","N","N"
"606",35460,"------","G",6107,"G",46209,"G",198486,468,"244","89","68","48","10","5","4","N","N","N","N","N","N"
"607",35500,"------","G",9158,"G",81906,"G",348144,785,"449","131","114","61","17","10","N","N","N","N","N","N","N"
"608",35580,"------","G",13664,"G",128404,"G",574927,801,"418","159","98","68","28","22","6","N","N","N","N","N","N"
"609",35620,"------","G",8672415,"G",185175672,"G",647682650,582686,"357103","93959","61304","43210","14280","8662","2564","978","626","260","203","119","44"
"610",35660,"------","G",55043,"G",697945,"G",2720737,3549,"1780","757","476","342","114","60","11","6","3","N","N","N","N"
"611",35700,"------","G",11432,"G",106765,"G",432918,1133,"634","215","142","111","22","5","4","N","N","N","N","N","N"
"612",35740,"------","G",20776,"G",209923,"G",877913,1616,"864","327","219","146","37","12","8","N","N","N","N","N","N"
"613",35820,"------","G",11608,"G",108807,"G",451121,1063,"530","242","165","98","21","4","N","N","N","N","N","N","N"
"614",35840,"------","G",257330,"G",2821068,"G",11245170,23843,"15233","3548","2454","1683","532","311","63","10","9","6","N","N","N"
"615",35860,"------","G",6240,"G",62123,"G",271459,417,"204","94","63","33","12","7","3","N","N","N","N","N","N"
"616",35900,"------","G",18835,"H",243417,"H",837228,1160,"602","255","149","96","32","18","5","N","N","N","N","N","N"
"617",35940,"------","G",18201,"G",186777,"G",815850,1085,"524","249","137","110","40","14","6","4","N","N","N","N","N"
"618",35980,"------","G",107959,"G",1505394,"G",5613613,5924,"2979","1223","852","570","167","101","23","N","8","3","N","N","3"
"619",36020,"------","G",13061,"G",116483,"G",522721,1835,"1138","367","213","92","12","12","N","N","N","N","N","N","N"
"620",36100,"------","G",89254,"G",793147,"G",3326167,7360,"4311","1294","844","597","189","99","15","7","4","N","3","N","N"
"621",36140,"------","G",27578,"G",234440,"G",1218405,3807,"2513","626","372","216","53","23","3","N","N","N","N","N","N"
"622",36220,"------","G",67542,"G",995149,"G",3978308,3869,"1618","829","617","556","147","80","15","5","N","N","N","N","N"
"623",36260,"------","G",199403,"G",2078540,"G",8758373,14871,"8654","2433","1826","1256","393","214","66","20","9","5","3","N","N"
"624",36300,"------","G",26986,"H",276096,"G",1125896,1893,"999","396","262","150","50","26","5","N","3","N","N","N","N"
"625",36340,"------","G",15554,"G",141639,"G",587867,1155,"539","281","154","133","28","14","4","N","N","N","N","N","N"
"626",36380,"------","G",7440,"G",63977,"G",258832,836,"474","174","112","57","12","4","3","N","N","N","N","N","N"
"627",36420,"------","G",521621,"G",6381968,"G",24417294,36132,"19878","6343","4524","3498","1116","579","130","43","21","10","8","N","N"
"628",36460,"------","G",20814,"G",197498,"G",805425,1576,"804","357","230","123","37","17","3","4","N","N","N","N","N"
"629",36500,"------","G",75644,"G",807486,"G",3408473,6444,"3547","1255","824","576","141","77","17","5","N","N","N","N","N"
"630",36540,"------","G",432260,"G",5401287,"G",21697534,24152,"13022","4025","3075","2486","823","489","156","51","25","12","8","4","N"
"631",36580,"------","G",19241,"G",199698,"G",827695,1337,"740","269","158","110","39","15","N","3","N","N","N","N","N"
"632",36620,"------","G",14118,"G",122446,"G",527971,1268,"698","271","162","96","22","12","5","N","N","N","N","N","N"
"633",36660,"------","G",22257,"G",202499,"G",853948,1600,"799","376","216","141","39","20","5","3","N","N","N","N","N"
"634",36700,"------","G",25300,"G",240669,"G",956868,1613,"798","369","212","149","52","21","8","N","N","N","N","N","N"
"635",36740,"------","G",1132174,"G",13088498,"G",52715912,68248,"40616","10525","7550","5831","2006","1199","321","116","84","32","29","17","6"
"636",36780,"------","G",90618,"G",1177017,"G",4809424,3632,"1562","745","541","460","156","112","33","14","9","6","N","N","N"
"637",36820,"------","G",6592,"G",57318,"G",242125,553,"325","111","48","47","13","6","3","N","N","N","N","N","N"
"638",36830,"------","G",4546,"G",46382,"G",214373,382,"214","78","46","30","8","3","3","N","N","N","N","N","N"
"639",36840,"------","H",8286,"H",82436,"H",315835,537,"281","114","67","46","17","7","N","3","N","N","N","N","N"
"640",36860,"------","G",48525,"G",531179,"G",2126046,3439,"1789","718","465","288","99","59","13","7","N","N","N","N","N"
"641",36900,"------","G",15409,"G",142014,"G",608315,907,"429","199","146","81","35","10","3","3","N","N","N","N","N"
