,MSA,year,income_pc
24568,"Duluth, MN-WI",2020,49785
24569,"Durham-Chapel Hill, NC",2020,56703
24570,"Dutchess County-Putnam County, NY",2020,
24571,"Eau Claire, WI",2020,51569
24572,"Chicago-Naperville-Elgin, IL-IN-WI",2020,67671
24573,"Erie, PA",2020,50536
24574,"Eugene-Springfield, OR",2020,49583
24575,"Fayetteville-Springdale-Rogers, AR",2020,70085
24576,"Flint, MI",2020,46152
24577,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2020,
24578,"Fort Smith, AR-OK",2020,40801
24579,"Dallas-Fort Worth-Arlington, TX",2020,61554
24580,"Gainesville, GA",2020,48759
24581,"Grand Rapids-Kentwood, MI",2020,54037
24582,"Greeley, CO",2020,52054
24583,"Greensboro-High Point, NC",2020,47171
24584,"Gulfport-Biloxi, MS",2020,41111
24585,"Hagerstown-Martinsburg, MD-WV",2020,47759
24586,"Houston-The Woodlands-Sugar Land, TX",2020,59893
24587,"Jackson, TN",2020,44123
24588,"Jacksonville, FL",2020,55125
24589,"Jefferson City, MO",2020,47827
24590,"Joplin, MO",2020,42255
24591,"Kansas City, MO-KS",2020,58057
24592,"Killeen-Temple, TX",2020,45574
24593,"Kingsport-Bristol, TN-VA",2020,42869
24594,"Kingston, NY",2020,56071
24595,"Knoxville, TN",2020,50540
24596,"La Crosse-Onalaska, WI-MN",2020,54656
24597,"Chicago-Naperville-Elgin, IL-IN-WI",2020,67671
24598,"Lakeland-Winter Haven, FL",2020,39760
24599,"Lancaster, PA",2020,58434
24600,"Las Vegas-Henderson-Paradise, NV",2020,51244
24601,"Lebanon, PA",2020,52743
24602,"Los Angeles-Long Beach-Glendale, CA",2020,
24603,"Lynchburg, VA",2020,43529
24604,"Macon-Bibb County, GA",2020,44520
24605,"Manhattan, KS",2020,49865
24606,"Mansfield, OH",2020,43928
24607,"Memphis, TN-MS-AR",2020,51155
24608,"Miami-Miami Beach-Kendall, FL",2020,
24609,"Milwaukee-Waukesha, WI",2020,60499
24610,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,67214
24611,"Mobile, AL",2020,42731
24612,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
24613,"Muskegon, MI",2020,44000
24614,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2020,43477
24615,"Naples-Marco Island, FL",2020,103865
24616,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020,62076
24617,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24618,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24619,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24620,"Oakland-Hayward-Berkeley, CA",2020,
24621,"Ocala, FL",2020,41553
24622,"Omaha-Council Bluffs, NE-IA",2020,61040
24623,"Orlando-Kissimmee-Sanford, FL",2020,48223
24624,"Oxnard-Thousand Oaks-Ventura, CA",2020,67422
24625,"Palm Bay-Melbourne-Titusville, FL",2020,51507
24626,"Pensacola-Ferry Pass-Brent, FL",2020,48154
24627,"Peoria, IL",2020,52742
24628,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
24629,"Phoenix-Mesa-Chandler, AZ",2020,51851
24630,"Pittsburgh, PA",2020,63675
24631,"Portland-Vancouver-Hillsboro, OR-WA",2020,62603
24632,"Port St. Lucie, FL",2020,58649
24633,"Providence-Warwick, RI-MA",2020,60897
24634,"Punta Gorda, FL",2020,45606
24635,"Racine, WI",2020,53094
24636,"Raleigh-Cary, NC",2020,60884
24637,"Rapid City, SD",2020,55187
24638,"Richmond, VA",2020,61148
24639,"Riverside-San Bernardino-Ontario, CA",2020,45365
24640,"Roanoke, VA",2020,50215
24641,"Rockford, IL",2020,47982
24642,"Saginaw, MI",2020,45328
24643,"St. Louis, MO-IL",2020,60844
24644,"Salem, OR",2020,47638
24645,"Salisbury, MD-DE",2020,51228
24646,"Salt Lake City, UT",2020,58008
24647,"San Antonio-New Braunfels, TX",2020,50022
24648,"San Diego-Chula Vista-Carlsbad, CA",2020,66266
24649,"San Francisco-Redwood City-South San Francisco, CA",2020,
24650,"San Jose-Sunnyvale-Santa Clara, CA",2020,121619
24651,"Santa Maria-Santa Barbara, CA",2020,67879
24652,"Savannah, GA",2020,51184
24653,"Scranton--Wilkes-Barre, PA",2020,51246
24654,"Seattle-Bellevue-Everett, WA",2020,
24655,"Sebring-Avon Park, FL",2020,37158
24656,"Silver Spring-Frederick-Rockville, MD",2020,
24657,"Sioux Falls, SD",2020,67117
24658,"Springfield, OH",2020,45363
24659,"Staunton, VA",2020,47794
24660,"Stockton, CA",2020,51816
24661,"Tampa-St. Petersburg-Clearwater, FL",2020,52291
24662,"Texarkana, TX-AR",2020,41516
24663,"Toledo, OH",2020,51408
24664,"Tulsa, OK",2020,58071
24665,"Tuscaloosa, AL",2020,42084
24666,"Utica-Rome, NY",2020,49581
24667,"Vallejo, CA",2020,58688
24668,"Virginia Beach-Norfolk-Newport News, VA-NC",2020,53310
24669,"Waco, TX",2020,45403
24670,"Detroit-Warren-Dearborn, MI",2020,58356
24671,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020,76771
24672,"West Palm Beach-Boca Raton-Delray Beach, FL",2020,
24673,"Wichita, KS",2020,55000
24674,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
24675,"Youngstown-Warren-Boardman, OH-PA",2020,46635
24676,"Yuma, AZ",2020,40800
24677,"Anaheim-Santa Ana-Irvine, CA",2018,
24678,"Ann Arbor, MI",2018,58667
24679,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
24680,"Austin-Round Rock-Georgetown, TX",2018,60764
24681,"Baltimore-Columbia-Towson, MD",2018,60766
24682,"Barnstable Town, MA",2018,71735
24683,"Boston-Cambridge-Newton, MA-NH",2018,77752
24684,"Buffalo-Cheektowaga, NY",2018,49344
24685,"Boston-Cambridge-Newton, MA-NH",2018,77752
24686,"Canton-Massillon, OH",2018,44544
24687,"Cape Coral-Fort Myers, FL",2018,52022
24688,"Carson City, NV",2018,50378
24689,"Charlotte-Concord-Gastonia, NC-SC",2018,52232
24690,"Chattanooga, TN-GA",2018,45935
24691,"Chicago-Naperville-Arlington Heights, IL",2018,
24692,"Cleveland-Elyria, OH",2018,53881
24693,"Colorado Springs, CO",2018,48562
24694,"Columbus, OH",2018,51196
24695,"Dallas-Fort Worth-Arlington, TX",2018,57562
24696,"Danville, IL",2018,38433
24697,"Decatur, AL",2018,38608
24698,"Denver-Aurora-Lakewood, CO",2018,64114
24699,"Detroit-Warren-Dearborn, MI",2018,52469
24700,"Dutchess County-Putnam County, NY",2018,
24701,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
24702,"Fond du Lac, WI",2018,48245
24703,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2018,
24704,"Dallas-Fort Worth-Arlington, TX",2018,57562
24705,"Houston-The Woodlands-Sugar Land, TX",2018,57875
24706,"Jacksonville, FL",2018,50411
24707,"Kansas City, MO-KS",2018,53688
24708,"Knoxville, TN",2018,46341
24709,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
24710,"Memphis, TN-MS-AR",2018,46481
24711,"Miami-Miami Beach-Kendall, FL",2018,
24712,"Milwaukee-Waukesha, WI",2018,56253
24713,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
24714,"Mobile, AL",2018,38119
24715,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
24716,"Naples-Marco Island, FL",2018,99997
24717,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018,59105
24718,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24719,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24720,"Oakland-Hayward-Berkeley, CA",2018,
24721,"Ocala, FL",2018,37497
24722,"Orlando-Kissimmee-Sanford, FL",2018,43970
24723,"Oxnard-Thousand Oaks-Ventura, CA",2018,60238
24724,"Panama City, FL",2018,43020
24725,"Peoria, IL",2018,48056
24726,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
24727,"Phoenix-Mesa-Chandler, AZ",2018,46140
24728,"Pittsburgh, PA",2018,58000
24729,"Portland-Vancouver-Hillsboro, OR-WA",2018,56762
24730,"Prescott, AZ",2018,
24731,"Providence-Warwick, RI-MA",2018,53771
24732,"Raleigh-Cary, NC",2018,56139
24733,"Reno, NV",2018,61005
24734,"Riverside-San Bernardino-Ontario, CA",2018,39403
24735,"Rochester, NY",2018,50554
24736,"Rockford, IL",2018,43824
24737,"St. Louis, MO-IL",2018,55533
24738,"Salisbury, MD-DE",2018,48086
24739,"Salt Lake City, UT",2018,51253
24740,"San Antonio-New Braunfels, TX",2018,48192
24741,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
24742,"San Francisco-Redwood City-South San Francisco, CA",2018,
24743,"San Rafael, CA",2018,
24744,"Santa Rosa-Petaluma, CA",2018,61501
24745,"Seattle-Bellevue-Everett, WA",2018,
24746,"Silver Spring-Frederick-Rockville, MD",2018,
24747,"Spokane-Spokane Valley, WA",2018,44631
24748,"Springfield, MA",2018,51697
24749,"Springfield, MO",2018,41339
24750,"Tampa-St. Petersburg-Clearwater, FL",2018,47362
24751,"Trenton-Princeton, NJ",2018,68052
24752,"Warner Robins, GA",2018,41902
24753,"Detroit-Warren-Dearborn, MI",2018,52469
24754,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
24755,"Wheeling, WV-OH",2018,48907
24756,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
24757,"York-Hanover, PA",2018,50069
24758,"Youngstown-Warren-Boardman, OH-PA",2018,42094
24759,"Allentown-Bethlehem-Easton, PA-NJ",2019,55363
24760,"Atlanta-Sandy Springs-Alpharetta, GA",2019,55668
24761,"Augusta-Richmond County, GA-SC",2019,43512
24762,"Baltimore-Columbia-Towson, MD",2019,62702
24763,"Blacksburg-Christiansburg, VA",2019,38220
24764,"Boston-Cambridge-Newton, MA-NH",2019,80965
24765,"Boulder, CO",2019,77305
24766,"Bremerton-Silverdale-Port Orchard, WA",2019,57197
24767,"Boston-Cambridge-Newton, MA-NH",2019,80965
24768,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
24769,"Chicago-Naperville-Arlington Heights, IL",2019,
24770,"Cleveland-Elyria, OH",2019,55294
24771,"Colorado Springs, CO",2019,50862
24772,"Columbus, GA-AL",2019,41806
24773,"Columbus, OH",2019,52522
24774,"Dallas-Fort Worth-Arlington, TX",2019,59409
24775,"Denver-Aurora-Lakewood, CO",2019,67089
24776,"Durham-Chapel Hill, NC",2019,54408
24777,"Fort Collins, CO",2019,55935
24778,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2019,
24779,"Dallas-Fort Worth-Arlington, TX",2019,59409
24780,"Grand Rapids-Kentwood, MI",2019,50474
24781,"Houston-The Woodlands-Sugar Land, TX",2019,58884
24782,"Kansas City, MO-KS",2019,55691
24783,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
24784,"Las Vegas-Henderson-Paradise, NV",2019,49225
24785,"Madison, WI",2019,61743
24786,"Miami-Miami Beach-Kendall, FL",2019,
24787,"Midland, MI",2019,54477
24788,"Milwaukee-Waukesha, WI",2019,57860
24789,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,64270
24790,"Mobile, AL",2019,39910
24791,"Monroe, MI",2019,48696
24792,"Montgomery, AL",2019,44473
24793,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
24794,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2019,41213
24795,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,61516
24796,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24797,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24798,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24799,"Orlando-Kissimmee-Sanford, FL",2019,45718
24800,"Oxnard-Thousand Oaks-Ventura, CA",2019,63190
24801,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
24802,"Phoenix-Mesa-Chandler, AZ",2019,48082
24803,"Pittsburgh, PA",2019,59494
24804,"Portland-Vancouver-Hillsboro, OR-WA",2019,58941
24805,"Providence-Warwick, RI-MA",2019,56197
24806,"Provo-Orem, UT",2019,43520
24807,"Raleigh-Cary, NC",2019,58147
24808,"Richmond, VA",2019,58111
24809,"Riverside-San Bernardino-Ontario, CA",2019,40988
24810,"Rome, GA",2019,38630
24811,"St. Louis, MO-IL",2019,57615
24812,"Salem, OR",2019,44118
24813,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
24814,"San Francisco-Redwood City-South San Francisco, CA",2019,
24815,"Springfield, IL",2019,49212
24816,"Syracuse, NY",2019,51181
24817,"Virginia Beach-Norfolk-Newport News, VA-NC",2019,49792
24818,"Detroit-Warren-Dearborn, MI",2019,54213
24819,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,73059
24820,"Youngstown-Warren-Boardman, OH-PA",2019,43047
24821,"Albany-Schenectady-Troy, NY",2020,65112
24822,"Allentown-Bethlehem-Easton, PA-NJ",2020,59193
24823,"Ann Arbor, MI",2020,63655
24824,"Atlanta-Sandy Springs-Alpharetta, GA",2020,58773
24825,"Auburn-Opelika, AL",2020,42468
24826,"Austin-Round Rock-Georgetown, TX",2020,64913
24827,"Boston-Cambridge-Newton, MA-NH",2020,85724
24828,"Cedar Rapids, IA",2020,55971
24829,"Champaign-Urbana, IL",2020,49967
24830,"Charlotte-Concord-Gastonia, NC-SC",2020,56682
24831,"Chicago-Naperville-Arlington Heights, IL",2020,
24832,"Cleveland-Elyria, OH",2020,58846
24833,"Colorado Springs, CO",2020,54166
24834,"Columbus, OH",2020,56252
24835,"Dallas-Fort Worth-Arlington, TX",2020,61554
24836,"Davenport-Moline-Rock Island, IA-IL",2020,53620
24837,"Denver-Aurora-Lakewood, CO",2020,69822
24838,"Des Moines-West Des Moines, IA",2020,58076
24839,"Detroit-Warren-Dearborn, MI",2020,58356
24840,"Eau Claire, WI",2020,51569
24841,"Flint, MI",2020,46152
24842,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2020,
24843,"Dallas-Fort Worth-Arlington, TX",2020,61554
24844,"Fresno, CA",2020,48495
24845,"Harrisonburg, VA",2020,43232
24846,"Hickory-Lenoir-Morganton, NC",2020,43496
24847,"Houston-The Woodlands-Sugar Land, TX",2020,59893
24848,"Kalamazoo-Portage, MI",2020,52403
24849,"Kansas City, MO-KS",2020,58057
24850,"Las Vegas-Henderson-Paradise, NV",2020,51244
24851,"Little Rock-North Little Rock-Conway, AR",2020,49837
24852,"Los Angeles-Long Beach-Glendale, CA",2020,
24853,"Lynchburg, VA",2020,43529
24854,"Miami-Miami Beach-Kendall, FL",2020,
24855,"Milwaukee-Waukesha, WI",2020,60499
24856,"Minneapolis-St. Paul-Bloomington, MN-WI",2020,67214
24857,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
24858,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2020,43477
24859,"Nashville-Davidson--Murfreesboro--Franklin, TN",2020,62076
24860,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24861,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24862,"Oakland-Hayward-Berkeley, CA",2020,
24863,"Palm Bay-Melbourne-Titusville, FL",2020,51507
24864,"Phoenix-Mesa-Chandler, AZ",2020,51851
24865,"Pittsburgh, PA",2020,63675
24866,"Portland-Vancouver-Hillsboro, OR-WA",2020,62603
24867,"Raleigh-Cary, NC",2020,60884
24868,"Richmond, VA",2020,61148
24869,"Sacramento-Roseville-Folsom, CA",2020,61852
24870,"St. Joseph, MO-KS",2020,43061
24871,"Salem, OR",2020,47638
24872,"Salinas, CA",2020,61510
24873,"Salisbury, MD-DE",2020,51228
24874,"San Francisco-Redwood City-South San Francisco, CA",2020,
24875,"Savannah, GA",2020,51184
24876,"Seattle-Bellevue-Everett, WA",2020,
24877,"Tampa-St. Petersburg-Clearwater, FL",2020,52291
24878,"Toledo, OH",2020,51408
24879,"Trenton-Princeton, NJ",2020,74218
24880,"Tulsa, OK",2020,58071
24881,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020,76771
24882,"Wheeling, WV-OH",2020,48947
24883,"Wichita Falls, TX",2020,46954
24884,"Wilmington, NC",2020,48744
24885,"Albany-Schenectady-Troy, NY",2018,57743
24886,"Asheville, NC",2018,45540
24887,"Augusta-Richmond County, GA-SC",2018,41738
24888,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
24889,"Los Angeles-Long Beach-Glendale, CA",2018,
24890,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
24891,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24892,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24893,"Providence-Warwick, RI-MA",2018,53771
24894,"Sacramento-Roseville-Folsom, CA",2018,54832
24895,"Chicago-Naperville-Arlington Heights, IL",2019,
24896,"Kansas City, MO-KS",2019,55691
24897,"Lancaster, PA",2019,54529
24898,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
24899,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24900,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24901,"Rochester, NY",2019,52480
24902,"Chicago-Naperville-Arlington Heights, IL",2020,
24903,"Corpus Christi, TX",2020,48060
24904,"Dallas-Fort Worth-Arlington, TX",2020,61554
24905,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
24906,"Oklahoma City, OK",2020,52688
24907,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
24908,"Columbus, OH",2018,51196
24909,"Los Angeles-Long Beach-Glendale, CA",2018,
24910,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24911,"Peoria, IL",2018,48056
24912,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
24913,"Providence-Warwick, RI-MA",2018,53771
24914,"Raleigh-Cary, NC",2018,56139
24915,"Riverside-San Bernardino-Ontario, CA",2018,39403
24916,"Toledo, OH",2018,46790
24917,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
24918,"Charlotte-Concord-Gastonia, NC-SC",2019,54086
24919,"Chicago-Naperville-Arlington Heights, IL",2019,
24920,"Kansas City, MO-KS",2019,55691
24921,"Los Angeles-Long Beach-Glendale, CA",2019,
24922,"Madison, WI",2019,61743
24923,"Mansfield, OH",2019,40313
24924,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,64270
24925,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
24926,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24927,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24928,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24929,"Omaha-Council Bluffs, NE-IA",2019,58368
24930,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
24931,"Savannah, GA",2019,47964
24932,"Syracuse, NY",2019,51181
24933,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,73059
24934,"Birmingham-Hoover, AL",2020,55074
24935,"Chicago-Naperville-Arlington Heights, IL",2020,
24936,"Columbus, OH",2020,56252
24937,"Los Angeles-Long Beach-Glendale, CA",2020,
24938,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
24939,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24940,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
24941,"Riverside-San Bernardino-Ontario, CA",2020,45365
24942,"Savannah, GA",2020,51184
24943,"Akron, OH",2018,49770
24944,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
24945,"Austin-Round Rock-Georgetown, TX",2018,60764
24946,"Chicago-Naperville-Arlington Heights, IL",2018,
24947,"Columbus, OH",2018,51196
24948,"Decatur, IL",2018,47662
24949,"Des Moines-West Des Moines, IA",2018,53814
24950,"El Centro, CA",2018,35331
24951,"Dallas-Fort Worth-Arlington, TX",2018,57562
24952,"Harrisburg-Carlisle, PA",2018,52270
24953,"Houston-The Woodlands-Sugar Land, TX",2018,57875
24954,"Ithaca, NY",2018,44692
24955,"Killeen-Temple, TX",2018,42169
24956,"Los Angeles-Long Beach-Glendale, CA",2018,
24957,"Madison, WI",2018,59266
24958,"Miami-Miami Beach-Kendall, FL",2018,
24959,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
24960,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,39867
24961,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24962,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
24963,"North Port-Sarasota-Bradenton, FL",2018,58060
24964,"Orlando-Kissimmee-Sanford, FL",2018,43970
24965,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
24966,"Phoenix-Mesa-Chandler, AZ",2018,46140
24967,"Riverside-San Bernardino-Ontario, CA",2018,39403
24968,"San Antonio-New Braunfels, TX",2018,48192
24969,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
24970,"San Francisco-Redwood City-South San Francisco, CA",2018,
24971,"Savannah, GA",2018,46990
24972,"Seattle-Bellevue-Everett, WA",2018,
24973,"Springfield, OH",2018,40263
24974,"Akron, OH",2019,51714
24975,"Amarillo, TX",2019,49008
24976,"Barnstable Town, MA",2019,75339
24977,"Battle Creek, MI",2019,40428
24978,"Boston-Cambridge-Newton, MA-NH",2019,80965
24979,"Canton-Massillon, OH",2019,46019
24980,"Chattanooga, TN-GA",2019,47104
24981,"Dallas-Fort Worth-Arlington, TX",2019,59409
24982,"Denver-Aurora-Lakewood, CO",2019,67089
24983,"Fairbanks, AK",2019,59194
24984,"Gainesville, GA",2019,46409
24985,"Huntsville, AL",2019,52208
24986,"Jackson, TN",2019,41503
24987,"Kansas City, MO-KS",2019,55691
24988,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
24989,"Los Angeles-Long Beach-Glendale, CA",2019,
24990,"Medford, OR",2019,47708
24991,"Miami-Miami Beach-Kendall, FL",2019,
24992,"Mobile, AL",2019,39910
24993,"Monroe, MI",2019,48696
24994,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
24995,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,61516
24996,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
24997,"Orlando-Kissimmee-Sanford, FL",2019,45718
24998,"Phoenix-Mesa-Chandler, AZ",2019,48082
24999,"Pittsburgh, PA",2019,59494
25000,"Punta Gorda, FL",2019,43549
25001,"Riverside-San Bernardino-Ontario, CA",2019,40988
25002,"St. Louis, MO-IL",2019,57615
25003,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
25004,"Tallahassee, FL",2019,44003
25005,"Tampa-St. Petersburg-Clearwater, FL",2019,49186
25006,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,73059
25007,"Akron, OH",2020,54843
25008,"Atlanta-Sandy Springs-Alpharetta, GA",2020,58773
25009,"Augusta-Richmond County, GA-SC",2020,46594
25010,"Birmingham-Hoover, AL",2020,55074
25011,"Boston-Cambridge-Newton, MA-NH",2020,85724
25012,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
25013,"Cape Coral-Fort Myers, FL",2020,54707
25014,"Columbus, OH",2020,56252
25015,"Dallas-Fort Worth-Arlington, TX",2020,61554
25016,"Dutchess County-Putnam County, NY",2020,
25017,"Gulfport-Biloxi, MS",2020,41111
25018,"Houston-The Woodlands-Sugar Land, TX",2020,59893
25019,"Kansas City, MO-KS",2020,58057
25020,"Lincoln, NE",2020,53057
25021,"Los Angeles-Long Beach-Glendale, CA",2020,
25022,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
25023,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2020,43477
25024,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
25025,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
25026,"Oklahoma City, OK",2020,52688
25027,"Phoenix-Mesa-Chandler, AZ",2020,51851
25028,"Raleigh-Cary, NC",2020,60884
25029,"Richmond, VA",2020,61148
25030,"Riverside-San Bernardino-Ontario, CA",2020,45365
25031,"Saginaw, MI",2020,45328
25032,"St. Louis, MO-IL",2020,60844
25033,"San Antonio-New Braunfels, TX",2020,50022
25034,"San Diego-Chula Vista-Carlsbad, CA",2020,66266
25035,"Tampa-St. Petersburg-Clearwater, FL",2020,52291
25036,"Toledo, OH",2020,51408
25037,"Tucson, AZ",2020,48373
25038,"Tulsa, OK",2020,58071
25039,"Victoria, TX",2020,53547
25040,"Waco, TX",2020,45403
25041,"Boston-Cambridge-Newton, MA-NH",2018,77752
25042,"Columbus, OH",2018,51196
25043,"Dallas-Fort Worth-Arlington, TX",2018,57562
25044,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
25045,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
25046,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
25047,"Reno, NV",2018,61005
25048,"Dallas-Fort Worth-Arlington, TX",2019,59409
25049,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2019,
25050,"Omaha-Council Bluffs, NE-IA",2019,58368
25051,"Saginaw, MI",2019,41659
25052,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
25053,"Syracuse, NY",2019,51181
25054,"Tampa-St. Petersburg-Clearwater, FL",2019,49186
25055,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
25056,"Detroit-Warren-Dearborn, MI",2020,58356
25057,"Providence-Warwick, RI-MA",2020,60897
25058,"Riverside-San Bernardino-Ontario, CA",2020,45365
25059,"Savannah, GA",2020,51184
25060,"Seattle-Bellevue-Everett, WA",2020,
25061,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
25062,"Abilene, TX",2018,44039
25063,"Akron, OH",2018,49770
25064,"Albany, GA",2018,36889
25065,"Albany-Lebanon, OR",2018,42811
25066,"Albany-Schenectady-Troy, NY",2018,57743
25067,"Allentown-Bethlehem-Easton, PA-NJ",2018,53518
25068,"Altoona, PA",2018,46236
25069,"Amarillo, TX",2018,46895
25070,"Ames, IA",2018,43564
25071,"Anaheim-Santa Ana-Irvine, CA",2018,
25072,"Anchorage, AK",2018,61584
25073,"Ann Arbor, MI",2018,58667
25074,"Anniston-Oxford, AL",2018,36482
25075,"Appleton, WI",2018,50951
25076,"Asheville, NC",2018,45540
25077,"Athens-Clarke County, GA",2018,40371
25078,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
25079,"Atlantic City-Hammonton, NJ",2018,48110
25080,"Auburn-Opelika, AL",2018,38184
25081,"Augusta-Richmond County, GA-SC",2018,41738
25082,"Austin-Round Rock-Georgetown, TX",2018,60764
25083,"Bakersfield, CA",2018,38079
25084,"Baltimore-Columbia-Towson, MD",2018,60766
25085,"Barnstable Town, MA",2018,71735
25086,"Battle Creek, MI",2018,39189
25087,"Bay City, MI",2018,42286
25088,"Beaumont-Port Arthur, TX",2018,44232
25089,"Beckley, WV",2018,39240
25090,"Bellingham, WA",2018,47898
25091,"Bend, OR",2018,55473
25092,"Binghamton, NY",2018,43754
25093,"Birmingham-Hoover, AL",2018,51377
25094,"Bismarck, ND",2018,57640
25095,"Bloomington, IL",2018,49302
25096,"Bloomsburg-Berwick, PA",2018,45463
25097,"Boston-Cambridge-Newton, MA-NH",2018,77752
25098,"Boulder, CO",2018,72607
25099,"Bremerton-Silverdale-Port Orchard, WA",2018,54597
25100,"Brownsville-Harlingen, TX",2018,28978
25101,"Brunswick, GA",2018,41595
