,MSA,year,income_pc
595,"Grand Junction, CO",2018,44691
596,"Grand Rapids-Kentwood, MI",2018,49040
597,"Grants Pass, OR",2018,40980
598,"Greeley, CO",2018,47884
599,"Green Bay, WI",2018,51276
600,"Greensboro-High Point, NC",2018,42745
601,"Greenville, NC",2018,41163
602,"Gulfport-Biloxi, MS",2018,36703
603,"Hagerstown-Martinsburg, MD-WV",2018,43505
604,"Hanford-Corcoran, CA",2018,35267
605,"Harrisburg-Carlisle, PA",2018,52270
606,"Harrisonburg, VA",2018,39471
607,"Hickory-Lenoir-Morganton, NC",2018,39205
608,"Homosassa Springs, FL",2018,38263
609,"Hot Springs, AR",2018,40053
610,"Houston-The Woodlands-Sugar Land, TX",2018,57875
611,"Huntsville, AL",2018,50044
612,"Ithaca, NY",2018,44692
613,"Jackson, MI",2018,39359
614,"Jackson, MS",2018,43423
615,"Jackson, TN",2018,39585
616,"Jacksonville, FL",2018,50411
617,"Jacksonville, NC",2018,40077
618,"Janesville-Beloit, WI",2018,43868
619,"Jefferson City, MO",2018,42101
620,"Johnson City, TN",2018,39978
621,"Johnstown, PA",2018,43050
622,"Joplin, MO",2018,40371
623,"Kalamazoo-Portage, MI",2018,47968
624,"Kankakee, IL",2018,41173
625,"Kansas City, MO-KS",2018,53688
626,"Kennewick-Richland, WA",2018,43203
627,"Killeen-Temple, TX",2018,42169
628,"Kingsport-Bristol, TN-VA",2018,39689
629,"Kingston, NY",2018,50378
630,"Knoxville, TN",2018,46341
631,"La Crosse-Onalaska, WI-MN",2018,49888
632,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
633,"Lake Havasu City-Kingman, AZ",2018,33083
634,"Lakeland-Winter Haven, FL",2018,36048
635,"Lancaster, PA",2018,52682
636,"Lansing-East Lansing, MI",2018,41190
637,"Laredo, TX",2018,31907
638,"Las Vegas-Henderson-Paradise, NV",2018,47184
639,"Lawrence, KS",2018,43888
640,"Lawton, OK",2018,41236
641,"Lebanon, PA",2018,47772
642,"Lima, OH",2018,42427
643,"Lincoln, NE",2018,49479
644,"Little Rock-North Little Rock-Conway, AR",2018,45563
645,"Longview, TX",2018,42174
646,"Los Angeles-Long Beach-Glendale, CA",2018,
647,"Lubbock, TX",2018,43189
648,"Lynchburg, VA",2018,39668
649,"Macon-Bibb County, GA",2018,40191
650,"Madera, CA",2018,37373
651,"Madison, WI",2018,59266
652,"Manhattan, KS",2018,45802
653,"Mankato, MN",2018,46008
654,"Mansfield, OH",2018,39173
655,"McAllen-Edinburg-Mission, TX",2018,27007
656,"Medford, OR",2018,45903
657,"Memphis, TN-MS-AR",2018,46481
658,"Merced, CA",2018,37193
659,"Miami-Miami Beach-Kendall, FL",2018,
660,"Midland, MI",2018,53973
661,"Milwaukee-Waukesha, WI",2018,56253
662,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
663,"Mobile, AL",2018,38119
664,"Modesto, CA",2018,41850
665,"Monroe, MI",2018,47091
666,"Montgomery, AL",2018,43156
667,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
668,"Morgantown, WV",2018,43856
669,"Morristown, TN",2018,36379
670,"Mount Vernon-Anacortes, WA",2018,50703
671,"Muskegon, MI",2018,38141
672,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,39867
673,"Napa, CA",2018,70161
674,"Naples-Marco Island, FL",2018,99997
675,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018,59105
676,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
677,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
678,"New Bern, NC",2018,41910
679,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
680,"Niles, MI",2018,47325
681,"North Port-Sarasota-Bradenton, FL",2018,58060
682,"Oakland-Hayward-Berkeley, CA",2018,
683,"Ocala, FL",2018,37497
684,"Ocean City, NJ",2018,60246
685,"Odessa, TX",2018,49458
686,"Ogden-Clearfield, UT",2018,43682
687,"Oklahoma City, OK",2018,48300
688,"Olympia-Lacey-Tumwater, WA",2018,49483
689,"Omaha-Council Bluffs, NE-IA",2018,57457
690,"Orlando-Kissimmee-Sanford, FL",2018,43970
691,"Oshkosh-Neenah, WI",2018,47644
692,"Oxnard-Thousand Oaks-Ventura, CA",2018,60238
693,"Palm Bay-Melbourne-Titusville, FL",2018,46145
694,"Panama City, FL",2018,43020
695,"Parkersburg-Vienna, WV",2018,43479
696,"Pensacola-Ferry Pass-Brent, FL",2018,43699
697,"Peoria, IL",2018,48056
698,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
699,"Phoenix-Mesa-Chandler, AZ",2018,46140
700,"Pittsburgh, PA",2018,58000
701,"Portland-Vancouver-Hillsboro, OR-WA",2018,56762
702,"Port St. Lucie, FL",2018,54988
703,"Prescott, AZ",2018,
704,"Providence-Warwick, RI-MA",2018,53771
705,"Provo-Orem, UT",2018,40896
706,"Punta Gorda, FL",2018,42292
707,"Racine, WI",2018,49191
708,"Raleigh-Cary, NC",2018,56139
709,"Rapid City, SD",2018,50230
710,"Reading, PA",2018,49549
711,"Reno, NV",2018,61005
712,"Richmond, VA",2018,56101
713,"Riverside-San Bernardino-Ontario, CA",2018,39403
714,"Roanoke, VA",2018,46032
715,"Rochester, MN",2018,54635
716,"Rochester, NY",2018,50554
717,"Rockford, IL",2018,43824
718,"Rocky Mount, NC",2018,39030
719,"Rome, GA",2018,37593
720,"Sacramento-Roseville-Folsom, CA",2018,54832
721,"Saginaw, MI",2018,39289
722,"St. George, UT",2018,39964
723,"St. Joseph, MO-KS",2018,38098
724,"St. Louis, MO-IL",2018,55533
725,"Salem, OR",2018,42119
726,"Salinas, CA",2018,53625
727,"Salisbury, MD-DE",2018,48086
728,"Salt Lake City, UT",2018,51253
729,"San Angelo, TX",2018,48865
730,"San Antonio-New Braunfels, TX",2018,48192
731,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
732,"San Francisco-Redwood City-South San Francisco, CA",2018,
733,"San Jose-Sunnyvale-Santa Clara, CA",2018,106568
734,"San Luis Obispo-Paso Robles, CA",2018,55913
735,"San Rafael, CA",2018,
736,"Santa Cruz-Watsonville, CA",2018,65751
737,"Santa Maria-Santa Barbara, CA",2018,60818
738,"Santa Rosa-Petaluma, CA",2018,61501
739,"Savannah, GA",2018,46990
740,"Scranton--Wilkes-Barre, PA",2018,45522
741,"Seattle-Bellevue-Everett, WA",2018,
742,"Sebastian-Vero Beach, FL",2018,79972
743,"Sebring-Avon Park, FL",2018,33047
744,"Sheboygan, WI",2018,52880
745,"Sherman-Denison, TX",2018,43052
746,"Sierra Vista-Douglas, AZ",2018,38892
747,"Silver Spring-Frederick-Rockville, MD",2018,
748,"Sioux City, IA-NE-SD",2018,50677
749,"Sioux Falls, SD",2018,60254
750,"Spokane-Spokane Valley, WA",2018,44631
751,"Springfield, IL",2018,47642
752,"Springfield, MA",2018,51697
753,"Springfield, MO",2018,41339
754,"Springfield, OH",2018,40263
755,"State College, PA",2018,46210
756,"Staunton, VA",2018,43388
757,"Stockton, CA",2018,43077
758,"Syracuse, NY",2018,49369
759,"Tacoma-Lakewood, WA",2018,
760,"Tallahassee, FL",2018,42507
761,"Tampa-St. Petersburg-Clearwater, FL",2018,47362
762,"The Villages, FL",2018,48902
763,"Toledo, OH",2018,46790
764,"Topeka, KS",2018,46180
765,"Trenton-Princeton, NJ",2018,68052
766,"Tucson, AZ",2018,43103
767,"Tulsa, OK",2018,55350
768,"Tuscaloosa, AL",2018,38107
769,"Tyler, TX",2018,56084
770,"Urban Honolulu, HI",2018,57468
771,"Utica-Rome, NY",2018,43255
772,"Valdosta, GA",2018,35953
773,"Vallejo, CA",2018,49336
774,"Victoria, TX",2018,47647
775,"Vineland-Bridgeton, NJ",2018,39448
776,"Virginia Beach-Norfolk-Newport News, VA-NC",2018,48322
777,"Visalia, CA",2018,38613
778,"Waco, TX",2018,41319
779,"Warner Robins, GA",2018,41902
780,"Detroit-Warren-Dearborn, MI",2018,52469
781,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
782,"Waterloo-Cedar Falls, IA",2018,46002
783,"Wausau-Weston, WI",2018,49489
784,"West Palm Beach-Boca Raton-Delray Beach, FL",2018,
785,"Wheeling, WV-OH",2018,48907
786,"Wichita, KS",2018,50308
787,"Wichita Falls, TX",2018,43262
788,"Williamsport, PA",2018,43070
789,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
790,"Wilmington, NC",2018,44226
791,"Winchester, VA-WV",2018,47879
792,"Winston-Salem, NC",2018,43881
793,"Yakima, WA",2018,41740
794,"York-Hanover, PA",2018,50069
795,"Youngstown-Warren-Boardman, OH-PA",2018,42094
796,"Yuba City, CA",2018,41937
797,"Yuma, AZ",2018,33672
798,"Abilene, TX",2019,46493
799,"Akron, OH",2019,51714
800,"Albany, GA",2019,38764
801,"Albany-Lebanon, OR",2019,43971
802,"Albany-Schenectady-Troy, NY",2019,60500
803,"Allentown-Bethlehem-Easton, PA-NJ",2019,55363
804,"Amarillo, TX",2019,49008
805,"Ames, IA",2019,45160
806,"Anaheim-Santa Ana-Irvine, CA",2019,
807,"Anchorage, AK",2019,63208
808,"Ann Arbor, MI",2019,61101
809,"Anniston-Oxford, AL",2019,37708
810,"Appleton, WI",2019,52743
811,"Asheville, NC",2019,47559
812,"Athens-Clarke County, GA",2019,42391
813,"Atlanta-Sandy Springs-Alpharetta, GA",2019,55668
814,"Atlantic City-Hammonton, NJ",2019,51247
815,"Auburn-Opelika, AL",2019,40439
816,"Augusta-Richmond County, GA-SC",2019,43512
817,"Austin-Round Rock-Georgetown, TX",2019,62460
818,"Bakersfield, CA",2019,39559
819,"Baltimore-Columbia-Towson, MD",2019,62702
820,"Barnstable Town, MA",2019,75339
821,"Bay City, MI",2019,43554
822,"Beaumont-Port Arthur, TX",2019,45115
823,"Bellingham, WA",2019,49868
824,"Bend, OR",2019,57493
825,"Binghamton, NY",2019,45505
826,"Birmingham-Hoover, AL",2019,53185
827,"Bismarck, ND",2019,59371
828,"Blacksburg-Christiansburg, VA",2019,38220
829,"Bloomington, IL",2019,49760
830,"Boston-Cambridge-Newton, MA-NH",2019,80965
831,"Boulder, CO",2019,77305
832,"Bremerton-Silverdale-Port Orchard, WA",2019,57197
833,"Brownsville-Harlingen, TX",2019,30187
834,"Brunswick, GA",2019,42593
835,"Buffalo-Cheektowaga, NY",2019,51296
836,"Burlington, NC",2019,41256
837,"Burlington-South Burlington, VT",2019,58650
838,"California-Lexington Park, MD",2019,57891
839,"Boston-Cambridge-Newton, MA-NH",2019,80965
840,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
841,"Canton-Massillon, OH",2019,46019
842,"Cape Coral-Fort Myers, FL",2019,52832
843,"Cedar Rapids, IA",2019,52898
844,"Chambersburg-Waynesboro, PA",2019,48014
845,"Champaign-Urbana, IL",2019,46203
846,"Charleston, WV",2019,45527
847,"Charlotte-Concord-Gastonia, NC-SC",2019,54086
848,"Charlottesville, VA",2019,67809
849,"Chattanooga, TN-GA",2019,47104
850,"Chicago-Naperville-Arlington Heights, IL",2019,
851,"Chico, CA",2019,45175
852,"Cleveland, TN",2019,39505
853,"Cleveland-Elyria, OH",2019,55294
854,"College Station-Bryan, TX",2019,41965
855,"Colorado Springs, CO",2019,50862
856,"Columbia, MO",2019,47977
857,"Columbus, GA-AL",2019,41806
858,"Columbus, OH",2019,52522
859,"Corpus Christi, TX",2019,46336
860,"Corvallis, OR",2019,47920
861,"Crestview-Fort Walton Beach-Destin, FL",2019,55156
862,"Cumberland, MD-WV",2019,41166
863,"Dallas-Fort Worth-Arlington, TX",2019,59409
864,"Dalton, GA",2019,37995
865,"Daphne-Fairhope-Foley, AL",2019,48270
866,"Davenport-Moline-Rock Island, IA-IL",2019,49614
867,"Dayton, OH",2019,
868,"Decatur, AL",2019,40499
869,"Decatur, IL",2019,48151
870,"Deltona-Daytona Beach-Ormond Beach, FL",2019,45174
871,"Denver-Aurora-Lakewood, CO",2019,67089
872,"Des Moines-West Des Moines, IA",2019,55065
873,"Detroit-Warren-Dearborn, MI",2019,54213
874,"Dothan, AL",2019,42857
875,"Dover, DE",2019,43761
876,"Dubuque, IA",2019,51329
877,"Duluth, MN-WI",2019,47150
878,"Durham-Chapel Hill, NC",2019,54408
879,"Dutchess County-Putnam County, NY",2019,
880,"East Stroudsburg, PA",2019,44150
881,"Eau Claire, WI",2019,48822
882,"El Centro, CA",2019,37196
883,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
884,"El Paso, TX",2019,38681
885,"Erie, PA",2019,46259
886,"Eugene-Springfield, OR",2019,45960
887,"Fargo, ND-MN",2019,55292
888,"Fayetteville, NC",2019,38060
889,"Fayetteville-Springdale-Rogers, AR",2019,68808
890,"Flint, MI",2019,41940
891,"Florence-Muscle Shoals, AL",2019,38405
892,"Fond du Lac, WI",2019,49922
893,"Fort Collins, CO",2019,55935
894,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2019,
895,"Fort Smith, AR-OK",2019,38666
896,"Dallas-Fort Worth-Arlington, TX",2019,59409
897,"Fresno, CA",2019,43019
898,"Gadsden, AL",2019,37700
899,"Gainesville, FL",2019,44734
900,"Gainesville, GA",2019,46409
901,"Glens Falls, NY",2019,48527
902,"Goldsboro, NC",2019,40116
903,"Grand Forks, ND-MN",2019,51429
904,"Grand Island, NE",2019,44836
905,"Grand Junction, CO",2019,45898
906,"Grand Rapids-Kentwood, MI",2019,50474
907,"Grants Pass, OR",2019,43694
908,"Greeley, CO",2019,48923
909,"Green Bay, WI",2019,52453
910,"Greensboro-High Point, NC",2019,44456
911,"Greenville, NC",2019,42882
912,"Gulfport-Biloxi, MS",2019,37983
913,"Hagerstown-Martinsburg, MD-WV",2019,44637
914,"Harrisburg-Carlisle, PA",2019,54304
915,"Harrisonburg, VA",2019,40413
916,"Hattiesburg, MS",2019,39076
917,"Hickory-Lenoir-Morganton, NC",2019,40607
918,"Homosassa Springs, FL",2019,39701
919,"Hot Springs, AR",2019,41502
920,"Houston-The Woodlands-Sugar Land, TX",2019,58884
921,"Huntsville, AL",2019,52208
922,"Iowa City, IA",2019,55538
923,"Ithaca, NY",2019,46052
924,"Jackson, MI",2019,40413
925,"Jackson, MS",2019,44794
926,"Jacksonville, FL",2019,52184
927,"Jacksonville, NC",2019,40671
928,"Janesville-Beloit, WI",2019,46018
929,"Johnson City, TN",2019,41519
930,"Johnstown, PA",2019,44620
931,"Jonesboro, AR",2019,37719
932,"Joplin, MO",2019,40691
933,"Kahului-Wailuku-Lahaina, HI",2019,50536
934,"Kalamazoo-Portage, MI",2019,49305
935,"Kankakee, IL",2019,42857
936,"Kansas City, MO-KS",2019,55691
937,"Kennewick-Richland, WA",2019,45361
938,"Killeen-Temple, TX",2019,43033
939,"Kingsport-Bristol, TN-VA",2019,40540
940,"Kingston, NY",2019,52554
941,"Knoxville, TN",2019,48179
942,"La Crosse-Onalaska, WI-MN",2019,52084
943,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
944,"Lake Havasu City-Kingman, AZ",2019,34274
945,"Lakeland-Winter Haven, FL",2019,37183
946,"Lancaster, PA",2019,54529
947,"Lansing-East Lansing, MI",2019,42535
948,"Laredo, TX",2019,33305
949,"Las Vegas-Henderson-Paradise, NV",2019,49225
950,"Lawrence, KS",2019,45174
951,"Lawton, OK",2019,42700
952,"Lebanon, PA",2019,49099
953,"Lima, OH",2019,43268
954,"Lincoln, NE",2019,50565
955,"Little Rock-North Little Rock-Conway, AR",2019,47032
956,"Longview, TX",2019,43575
957,"Los Angeles-Long Beach-Glendale, CA",2019,
958,"Lubbock, TX",2019,44706
959,"Lynchburg, VA",2019,40521
960,"Macon-Bibb County, GA",2019,41402
961,"Madison, WI",2019,61743
962,"Manhattan, KS",2019,47291
963,"Mankato, MN",2019,46951
964,"Mansfield, OH",2019,40313
965,"McAllen-Edinburg-Mission, TX",2019,28091
966,"Memphis, TN-MS-AR",2019,47904
967,"Miami-Miami Beach-Kendall, FL",2019,
968,"Midland, MI",2019,54477
969,"Milwaukee-Waukesha, WI",2019,57860
970,"Minneapolis-St. Paul-Bloomington, MN-WI",2019,64270
971,"Mobile, AL",2019,39910
972,"Modesto, CA",2019,43402
973,"Monroe, MI",2019,48696
974,"Montgomery, AL",2019,44473
975,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
976,"Mount Vernon-Anacortes, WA",2019,53221
977,"Muskegon, MI",2019,39769
978,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2019,41213
979,"Napa, CA",2019,73886
980,"Naples-Marco Island, FL",2019,103205
981,"Nashville-Davidson--Murfreesboro--Franklin, TN",2019,61516
982,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
983,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
984,"New York-Newark-Jersey City, NY-NJ-PA",2019,77911
985,"Niles, MI",2019,48231
986,"North Port-Sarasota-Bradenton, FL",2019,59917
987,"Oakland-Hayward-Berkeley, CA",2019,
988,"Ocala, FL",2019,38754
989,"Ocean City, NJ",2019,63203
990,"Ogden-Clearfield, UT",2019,46201
991,"Oklahoma City, OK",2019,51408
992,"Olympia-Lacey-Tumwater, WA",2019,52010
993,"Omaha-Council Bluffs, NE-IA",2019,58368
994,"Orlando-Kissimmee-Sanford, FL",2019,45718
995,"Oshkosh-Neenah, WI",2019,48943
996,"Oxnard-Thousand Oaks-Ventura, CA",2019,63190
997,"Palm Bay-Melbourne-Titusville, FL",2019,48539
998,"Panama City, FL",2019,46818
999,"Parkersburg-Vienna, WV",2019,45758
1000,"Pensacola-Ferry Pass-Brent, FL",2019,45259
1001,"Peoria, IL",2019,48746
1002,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
1003,"Phoenix-Mesa-Chandler, AZ",2019,48082
1004,"Pittsburgh, PA",2019,59494
1005,"Pittsfield, MA",2019,57300
1006,"Portland-Vancouver-Hillsboro, OR-WA",2019,58941
1007,"Port St. Lucie, FL",2019,56602
1008,"Prescott, AZ",2019,
1009,"Providence-Warwick, RI-MA",2019,56197
1010,"Provo-Orem, UT",2019,43520
1011,"Pueblo, CO",2019,39533
1012,"Punta Gorda, FL",2019,43549
1013,"Racine, WI",2019,50729
1014,"Raleigh-Cary, NC",2019,58147
1015,"Rapid City, SD",2019,52133
1016,"Reading, PA",2019,51606
1017,"Redding, CA",2019,46417
1018,"Reno, NV",2019,62954
1019,"Richmond, VA",2019,58111
1020,"Riverside-San Bernardino-Ontario, CA",2019,40988
1021,"Roanoke, VA",2019,46891
1022,"Rochester, NY",2019,52480
1023,"Rockford, IL",2019,44621
1024,"Rocky Mount, NC",2019,40816
1025,"Sacramento-Roseville-Folsom, CA",2019,57014
1026,"Saginaw, MI",2019,41659
1027,"St. Cloud, MN",2019,47119
1028,"St. George, UT",2019,41869
1029,"St. Joseph, MO-KS",2019,40709
1030,"St. Louis, MO-IL",2019,57615
1031,"Salem, OR",2019,44118
1032,"Salinas, CA",2019,56545
1033,"Salisbury, MD-DE",2019,49074
1034,"Salt Lake City, UT",2019,54456
1035,"San Angelo, TX",2019,51990
1036,"San Antonio-New Braunfels, TX",2019,48025
1037,"San Diego-Chula Vista-Carlsbad, CA",2019,60845
1038,"San Francisco-Redwood City-South San Francisco, CA",2019,
1039,"San Jose-Sunnyvale-Santa Clara, CA",2019,112693
1040,"San Rafael, CA",2019,
1041,"Santa Cruz-Watsonville, CA",2019,68990
1042,"Santa Maria-Santa Barbara, CA",2019,62715
1043,"Santa Rosa-Petaluma, CA",2019,64869
1044,"Savannah, GA",2019,47964
1045,"Scranton--Wilkes-Barre, PA",2019,46925
1046,"Seattle-Bellevue-Everett, WA",2019,
1047,"Sebastian-Vero Beach, FL",2019,83241
1048,"Sebring-Avon Park, FL",2019,34433
1049,"Sheboygan, WI",2019,53217
1050,"Sherman-Denison, TX",2019,44585
1051,"Sierra Vista-Douglas, AZ",2019,40546
1052,"Silver Spring-Frederick-Rockville, MD",2019,
1053,"Sioux City, IA-NE-SD",2019,52855
1054,"Sioux Falls, SD",2019,64219
1055,"Spokane-Spokane Valley, WA",2019,46337
1056,"Springfield, IL",2019,49212
1057,"Springfield, MA",2019,53413
1058,"Springfield, MO",2019,42993
1059,"Springfield, OH",2019,41625
1060,"Staunton, VA",2019,44917
1061,"Stockton, CA",2019,45075
1062,"Syracuse, NY",2019,51181
1063,"Tacoma-Lakewood, WA",2019,
1064,"Tallahassee, FL",2019,44003
1065,"Tampa-St. Petersburg-Clearwater, FL",2019,49186
1066,"The Villages, FL",2019,53411
1067,"Toledo, OH",2019,48252
1068,"Topeka, KS",2019,47253
1069,"Trenton-Princeton, NJ",2019,70675
1070,"Tucson, AZ",2019,44649
1071,"Tulsa, OK",2019,56680
1072,"Tuscaloosa, AL",2019,39482
1073,"Tyler, TX",2019,55986
1074,"Utica-Rome, NY",2019,45855
1075,"Valdosta, GA",2019,37045
1076,"Vallejo, CA",2019,51889
1077,"Victoria, TX",2019,52268
1078,"Virginia Beach-Norfolk-Newport News, VA-NC",2019,49792
1079,"Visalia, CA",2019,40040
1080,"Waco, TX",2019,42274
1081,"Walla Walla, WA",2019,46648
1082,"Warner Robins, GA",2019,43109
1083,"Detroit-Warren-Dearborn, MI",2019,54213
1084,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2019,73059
1085,"Waterloo-Cedar Falls, IA",2019,46971
1086,"Watertown-Fort Drum, NY",2019,48896
1087,"Wausau-Weston, WI",2019,51329
1088,"Weirton-Steubenville, WV-OH",2019,42338
1089,"West Palm Beach-Boca Raton-Delray Beach, FL",2019,
1090,"Wheeling, WV-OH",2019,47341
1091,"Wichita, KS",2019,52706
1092,"Williamsport, PA",2019,44688
1093,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
1094,"Wilmington, NC",2019,46620
1095,"Winchester, VA-WV",2019,49538
1096,"Winston-Salem, NC",2019,45600
1097,"Yakima, WA",2019,43910
1098,"York-Hanover, PA",2019,52015
1099,"Youngstown-Warren-Boardman, OH-PA",2019,43047
1100,"Yuba City, CA",2019,43411
1101,"Yuma, AZ",2019,35065
1102,"Abilene, TX",2020,49948
1103,"Akron, OH",2020,54843
1104,"Albany, GA",2020,42744
1105,"Albany-Lebanon, OR",2020,48040
1106,"Albany-Schenectady-Troy, NY",2020,65112
1107,"Allentown-Bethlehem-Easton, PA-NJ",2020,59193
1108,"Altoona, PA",2020,52096
1109,"Amarillo, TX",2020,51116
1110,"Ames, IA",2020,47233
1111,"Anaheim-Santa Ana-Irvine, CA",2020,
1112,"Anchorage, AK",2020,64904
1113,"Ann Arbor, MI",2020,63655
1114,"Anniston-Oxford, AL",2020,40195
1115,"Appleton, WI",2020,54988
1116,"Asheville, NC",2020,49809
1117,"Athens-Clarke County, GA",2020,44364
1118,"Atlanta-Sandy Springs-Alpharetta, GA",2020,58773
1119,"Atlantic City-Hammonton, NJ",2020,55802
1120,"Auburn-Opelika, AL",2020,42468
1121,"Augusta-Richmond County, GA-SC",2020,46594
1122,"Austin-Round Rock-Georgetown, TX",2020,64913
1123,"Bakersfield, CA",2020,44721
1124,"Baltimore-Columbia-Towson, MD",2020,66695
1125,"Battle Creek, MI",2020,44729
1126,"Bay City, MI",2020,47786
1127,"Beaumont-Port Arthur, TX",2020,47281
1128,"Bellingham, WA",2020,52787
1129,"Bend, OR",2020,61216
1130,"Binghamton, NY",2020,49652
1131,"Birmingham-Hoover, AL",2020,55074
1132,"Bismarck, ND",2020,61404
